uiud,National Provider Identifier (NPI),Provider Full Name,First Name,Last Name,Credentials
3c9ea902-6c1f-4b76-9226-b4566bf0f97f,1992344147,Elena Silberman Scott,Elena,Silberman Scott,LCPC
c78506a4-c9a6-415f-a8f4-7d4465d214f9,1952973281,Elizabeth Cotey,Elizabeth,Cotey,LCPC
e98459d0-5c05-462a-ba91-a73383993893,1922236595,Elizabeth Geary,Elizabeth,Geary,PhD
a218a5cd-5262-431f-9d1d-7c3e97227fd7,1699496752,Elizabeth Podlasek,Elizabeth,Podlasek,PMHNP-BC
adaa67bb-893e-429f-a8d4-c970fb9520e1,1295411668,Emily Ledesma,Emily,Ledesma,LCSW
2b98a2ba-0682-4688-a211-06a847121e2b,1114685518,Emily Mikhail,Emily,Mikhail,LCSW
099aa1fd-4a11-4f23-92c4-a1f93d1be3a8,1093560757,Emily Wang,Emily,Wang,"APRN,PA"
1706b84c-e8f3-4546-a6a9-d2bbfb371440,1861944282,Erik Meeks,Erik,Meeks,LCPC
d5be824d-4ece-44de-b58e-74d04274c345,1104461045,Erin Sebo,Erin,Sebo,PMHNP-BC
4db97cd8-25b3-4b50-99c3-bd29a9c4990e,1447094578,Esha Nikore,Esha,Nikore,PhD
b7475e77-a2c7-43d2-8d8c-e7c93fe25ee5,1326330267,Ethan Karsen,Ethan,Karsen,MD
e7bfa89a-2e94-4ae8-b011-c52f5594d83b,1902069677,Eun Sun Paik,Eun,Sun Paik,MD
e19829f1-8007-42cd-8f76-2dd450c35f5d,1346714433,Faizal Malkana,Faizal,Malkana,PA
0439dc15-5eb0-4b86-9ff8-f0ca47bd4929,1902433097,Firas Jadaan,Firas,Jadaan,MD
40fd018f-c2e4-4274-9966-9ea05222034f,1780604041,Fredrick Miller,Fredrick,Miller,"MD,PhD"
2975327b-34d4-4d13-953c-24b88857b9b1,1548676067,Fyeqa Sheikh,Fyeqa,Sheikh,PsyD
711489ce-956d-4170-85da-fea254345d77,1639502230,Gail Gannon,Gail,Gannon,APN-CNP
1a0671a9-39dc-4fdb-9869-1286587a191c,1699781310,Ghassan Aldurra,Ghassan,Aldurra,MD
f5414190-115f-42f8-9a9f-456523d10e91,1447413919,Ghouse Mohuiddin,Ghouse,Mohuiddin,MD
094642cb-dca9-43bc-82a3-a06136cec7a2,1033740071,Gina Crovetti,Gina,Crovetti,"LCSW,LCPC"
754d4236-b46e-4b09-9b25-fb1d7df82468,1891504940,Grace Kuna,Grace,Kuna,APRN
d0c18345-d77d-4951-97a8-78d3dc59a846,1386453322,Gretchen Eifert,Gretchen,Eifert,LPC
63acecae-6748-41d8-90fa-725f9bf56aac,1932630993,Hao Cheng,Hao,Cheng,MD
bd627f3a-f39b-418b-a1dd-083386503b6f,1265661623,Helene Moses,Helene,Moses,LCSW
70772d3a-33bd-42d0-a160-36a07465bd65,1255114062,Henry Schneider,Henry,Schneider,LCSW
ac107d3e-72a4-4373-881b-4d592c63bf8b,1447746466,Humna Fayyaz,Humna,Fayyaz,MD
2abc5727-8e32-4088-a2d5-29ae67a91838,1245618412,Ian Evans,Ian,Evans,LCPC
551065cb-6e9c-4a7d-9d33-adba41db20c1,1407364219,Isaac Obenzinger,Isaac,Obenzinger,LCSW
336f0c00-5e0b-4d8b-9927-bafc83073353,1164184214,Jack Kane,Jack,Kane,LSW
4a6a81cc-1de1-4288-a2be-16ab426c74d4,1811045941,James Rust,James,Rust,LCPC
508ba52a-dc6a-46af-90f0-26e12eb27f81,1245638162,Janette Leveille,Janette,Leveille,PA
8bf89d5b-e734-4f1c-adbf-a7fe10022a1f,1992980379,Janice Kowalski,Janice,Kowalski,MD
de5640ad-58a8-4fe8-a270-2402a6ae3050,1679752943,Jeffrey Bram,Jeffrey,Bram,LCSW
e988e29e-2928-4a4d-a319-f9ba1b9edfd4,1134308406,Jeffrey Sholemson,Jeffrey,Sholemson,LCSW
e3732901-d5e5-4abd-879c-7841ce2f2f8f,1740816065,Jennie Hackman,Jennie,Hackman,PMHNP-BC
b4c295f5-6aae-4187-a758-bd795ad769e0,1225320195,Jennifer Downs Sandack,Jennifer,Downs Sandack,"LCPC,CADC"
08bc1e1e-c751-402e-a97a-0b2069bdedf1,1376814715,Jennifer Kenneavy,Jennifer,Kenneavy,LCSW
b3f3bf78-20cf-4f8e-a798-e4378ee67674,1780082396,Jennifer Nierstheimer,Jennifer,Nierstheimer,PsyD
d3ebf12b-491a-4b7c-bded-716b64300219,1285319376,Jennifer Randle,Jennifer,Randle,LPC
46de3fe3-25d6-4731-aca8-299f03b619e5,1598146268,Jennifer Weldon,Jennifer,Weldon,"APRN,PA"
d8162981-2aa3-4790-9a0d-2010080f34ee,1730216292,Jessica Littlefield,Jessica,Littlefield,LCPC
dea42467-f5e0-40c6-a915-99f88b88d695,1770560864,Joanna Poniatowicz,Joanna,Poniatowicz,MD
cc38d07a-1fb8-4307-ba42-6d85c16a7c98,1528757283,Joe DeSimone,Joe,DeSimone,APRN
d2d6e613-be3e-456a-9e78-f0f17577974e,1013020452,Joel Carnazzo,Joel,Carnazzo,PhD
c8857d71-c4c3-4495-ab49-7cb6994ea5ba,1881214708,John Lacci,John,Lacci,MD
c51fdfcb-a0b2-4b9e-9deb-3cd30c0dcebb,1063166882,John Schroeder,John,Schroeder,LPC
ac0a0ef7-ef94-4940-b7a1-707c472e02c3,1760758353,Jonathan Chernaik,Jonathan,Chernaik,MD
ce9e6a31-f7ec-4bf4-af40-23ab6d6965bd,1578311742,Jordyn Week,Jordyn,Week,LPC
dec92576-a61f-4385-aa7a-b4829496f6ce,1255996419,Joseph Kramkowski,Joseph,Kramkowski,MD
a6762f15-db2d-47bc-88ae-f812be83fbc7,1164417481,Joshua Straus,Joshua,Straus,MD
6d21ac6e-6460-4060-9263-aba82110d380,1811743503,Julia Thomas,Julia,Thomas,PhD
b53c771f-60f7-4699-9cca-b894cd1103e1,1588309108,Julia VanVoorhies,Julia,VanVoorhies,LCSW
143888bf-f0fe-4f46-b9d2-f82a3e34d73d,1740573427,Justin Jamison,Justin,Jamison,MD
cabd4c24-5498-46a0-a5a9-48309dd7fa15,1073180188,Justine Wilson,Justine,Wilson,FNP-BC
42f1a5e1-4d80-49fb-bd06-bc1d7ed91c20,1740558261,Jyoti Shah,Jyoti,Shah,DO
7db20182-01fd-450e-9c80-195f24b274d8,1992268494,Katherin Sudol,Katherin,Sudol,MD
8c0e3196-159b-4b38-8a53-98513fe5e87d,1235846965,Katherine Fearon,Katherine,Fearon,LCSW
d8083867-82ef-4d04-b05b-647d8b614640,1326132119,Katherine Hanson,Katherine,Hanson,PhD
c739f1ab-bff2-48c2-9d89-4340caf17193,1558711580,Katherine O'Donnell,Katherine,O'Donnell,LCSW
96a35004-9672-40dd-83f0-e69879294ff5,1366982860,Kathleen Mcgreal,Kathleen,Mcgreal,PMHNP-BC
155b3987-4b7e-4379-9388-3643a4bb4ef8,1588405831,Kathryn Ordiway,Kathryn,Ordiway,LSW
3421428f-b7ee-4783-ac1b-758ab439bcc6,1689119752,Katie Meier,Katie,Meier,DNP
4b1f1846-cb44-44f7-830a-768b5f991f06,1144754524,Kavita Adatia,Kavita,Adatia,LCPC
caf92008-ca59-43cb-8913-f06c0b053e7b,1730207820,Kelli Keller,Kelli,Keller,MD
ad54694d-5964-45b3-a70c-23785bdf7f1a,1083377550,Kelly Erickson,Kelly,Erickson,PMHNP-BC
01696d66-ebd7-49ce-b4d0-29d308b8717b,1437996733,Kelly McElligott,Kelly,McElligott,LCSW
63a90d46-9711-4965-8ed9-39d580b96f2d,1083432660,Kelsey O'Connor,Kelsey,O'Connor,PMHNP-BC
a183af7e-ea3d-45fa-b2e6-e2122f4ceef7,1962026302,Kelsie Winger,Kelsie,Winger,DO
453e8611-dbe9-4bad-a8e1-cc1a19127fb8,1962881318,Kevin Masterson,Kevin,Masterson,MD
fb614d65-3c6f-481f-bdea-bd2de93c058b,1275253783,Kierra Pauly,Kierra,Pauly,"LCSW,LCPC"
8adbaa80-0d29-4efb-92c9-b4501acb6e29,1992457725,Kimberly Nowak,Kimberly,Nowak,LCSW
80630396-d5c4-4d4b-bad8-35f313c9b004,1861021073,Kristin Katsenes,Kristin,Katsenes,PMHNP-BC
a8e04870-6283-4bdb-8f79-f9de0af0b6c6,1316508682,Kunal Gandhi,Kunal,Gandhi,MD
647aae1c-2e19-4b8c-927c-999d029e1e7b,1508277732,Laima Zavistauskas,Laima,Zavistauskas,LCPC
ff91eedb-dc7a-4972-8331-76e7c4e01e39,1316269749,Latehesha Fitch,Latehesha,Fitch,LCPC
ac780de2-1d0a-4500-a830-483b11bdd58a,1386094670,Laura Benson,Laura,Benson,PhD
df4096a5-5798-4312-bee2-426dba9e7caf,1497015242,Laura McPartlin,Laura,McPartlin,PhD
41728e59-c1c5-4c4d-ae62-a521fdb0ca3a,1538189808,Laura Parise,Laura,Parise,MD
9e9fcbc0-3b99-4774-bc6b-f9687bac07ef,1912319484,Laura Pettineo,Laura,Pettineo,PhD
aac2c7f7-9098-49bc-a9c1-1dae76602764,1790216331,Lauren Campbell,Lauren,Campbell,LCSW
615a904f-667c-4516-a455-7b7ade8846d5,1912755711,Lauren Gonzalez,Lauren,Gonzalez,LCSW
04ba4554-5e86-46e9-89f3-115353e7f848,1184132748,Leah Stewart,Leah,Stewart,LCPC
6dcdfe24-70f1-4639-8e52-8814d9502eda,1164682597,Lekshmi Venugopal,Lekshmi,Venugopal,MD
7a0c7317-c4f6-4804-9785-c49d9c3de2eb,1568813749,Lenore Kurpiel,Lenore,Kurpiel,LCSW
099ad7ba-e174-46cc-a395-f27a7b12a908,1972860302,Leslie Guidotti Breting,Leslie,Guidotti Breting,PhD
18623906-cf53-43fd-914e-754dd7ea2dd6,1124148101,Leslie Herman,Leslie,Herman,MD
90268c1e-7702-43de-bb64-822c180aebc5,1639769748,Lexie Gigous,Lexie,Gigous,PA-C
1100d8d8-5589-4055-af31-ff748288f879,1487984431,Liara Tillman,Liara,Tillman,LCSW
73070238-0e25-4e04-b1c2-d52dea647f16,1548401441,Lindsey Harrington,Lindsey,Harrington,PsyD
9737815d-51b0-41ab-869a-d0f12b3aebac,1033801089,Lindy Luchowski,Lindy,Luchowski,PMHNP-BC
e62f8ae9-9f7f-4e1b-a2e0-9c43562c5242,1801849161,Lisa Pellegrini,Lisa,Pellegrini,MD
a18e80d6-d3f3-45fd-b930-e49ef6270dce,1124752092,Lori Marek,Lori,Marek,PMHNP-BC
fa0ec24f-1c14-44db-b04b-4bd77999b1bb,1437627494,Maha Anwar,Maha,Anwar,PA
9c5c52bf-8c9a-4cf7-a0bc-25c31c9b8fec,1972989432,Marcia Ooms,Marcia,Ooms,LCSW
e9da4ba8-4be4-41ef-9cb9-b25c1e75e9da,1942862479,Marie Zahorick,Marie,Zahorick,PMHNP-BC
0202eb04-39ae-423c-b26e-414b8557e79e,1841812906,Mark Chatkin,Mark,Chatkin,MD
bcf63abf-c319-4e37-9db3-ea7cb6f2d697,1124608245,Martha Trujillo,Martha,Trujillo,LCPC
5e93153b-5ce7-4619-abfe-a99cb69b45cd,1649547936,Martin Beirne,Martin,Beirne,LCPC
b26a3fd3-3512-434e-9308-37e40cd3ea00,1417269077,Mary Briegel,Mary,Briegel,"LCSW,CADC"
d4f981a3-44af-4560-b3b7-4c9a464e0401,1043714165,Matthew De La Torre,Matthew,De La Torre,PMHNP-BC
d0b28648-8c6a-4bd0-97f9-9c706fba449d,1720431026,Meghan Kennedy,Meghan,Kennedy,PsyD
0613f1b5-7575-4bee-b4ec-9da1d5ce3cea,1629836770,Melanie Heap,Melanie,Heap,LCSW
cae5958a-c74b-4921-ba47-cd181e661a62,1104283605,Melanie Nadell,Melanie,Nadell,PhD
3a2b9035-ed85-4e0e-bc3d-7cba4ce723a4,1275859449,Melissa Hedlund Nelson,Melissa,Hedlund Nelson,LCPC
8a225487-f852-40c6-9f3c-33aa57ff658d,1275187619,Michael Geraci,Michael,Geraci,LCPC
ffd9be6b-b983-4361-91a0-3e621b0bf223,1427704063,Michael Jeske,Michael,Jeske,LCSW
055dcc99-69f7-48fc-860c-fac3f4be2db3,1093246019,Michael Levy,Michael,Levy,MD
a197ee62-e92e-4943-9d25-19b78f0f06ac,1962415513,Michael Martin,Michael,Martin,MD
d3bb3d24-ff7e-4465-b837-531766b7d861,1922688738,Michele Wendt,Michele,Wendt,LCPC
a485c5e3-f065-447b-bcbf-fd6760285c0b,1912673336,Michelle Verner,Michelle,Verner,PMHNP-BC
37298a0b-0339-42a3-b9cf-eedec3421d0f,1780108720,Monica Sullivan,Monica,Sullivan,LCPC
89176f9b-9265-4e38-86fa-68b0dc3ed2e8,1013786466,Monika Marrero,Monika,Marrero,APRN
84d17a1c-3484-4ff5-8b77-cd147bcb9b1a,1649918731,Monique Ocanas,Monique,Ocanas,LCPC
004bde40-76b1-45f6-9b86-058017697fa0,1245924414,Nancy Tate,Nancy,Tate,PMHNP-BC
63f1db36-0b63-472d-bd0a-2377aef530f1,1457994030,Naomi Lerner,Naomi,Lerner,DO
7738f963-be98-401e-ae74-3aaf2bc938de,1164993630,Natalie Dreher,Natalie,Dreher,LCSW
765aa9ee-0a9d-46b1-a1a0-ef397de2cf08,1265864094,Natalie Schmitt,Natalie,Schmitt,PhD
30e6319a-535c-4772-938b-7ec4601236c4,1730759572,Navya Kamath,Navya,Kamath,PsyD
9c10e1b8-68b4-4c0e-be9a-a0db16e947b9,1396572996,Neha Bandi,Neha,Bandi,PA-C
11a62250-e28f-4947-9a08-ae7299028b5b,1336967231,Nicholas Midlash,Nicholas,Midlash,PA-C
7d41f795-e96b-4214-a194-63f245a460bf,1295069177,Nicole Cruz,Nicole,Cruz,"PhD,ABPP-CN"
d2f721e3-17a2-4445-beb7-2e8219a4edea,1194092635,Nicole Knepper,Nicole,Knepper,LCPC
48e0ddbf-e23d-4c8e-a0b5-aa83f24a3baf,1922254911,Nina Liu,Nina,Liu,MD
3bae172c-3e38-4ffc-87fe-e8e3bf23d2ce,1629595053,Paul Regan,Paul,Regan,PMHNP-BC
5da47336-4fad-4f7a-90b8-4df1e4bb9012,1326775032,Paw Say Ku,Paw Say,Ku,LPC
5860d443-a1c8-47e5-8c34-d2d939bdb9c4,1932377785,Peggy Glotzbach,Peggy,Glotzbach,LCPC
5dd828e6-b62a-4fbb-b45f-172e2e079d97,1710614789,Rachel Dimayuga,Rachel,Dimayuga,LCPC
96113678-47f5-45f5-9d07-f92eeefe07de,1234567892,Rachel Keyho,Rachel,Keyho,"LSW,LPC"
e66e4a82-464f-4f61-bb8f-3f035fa02ace,1528346293,Radostina Yakimova Marfoe,Radostina,Yakimova Marfoe,LCPC
8e2b030e-656d-4da5-9285-f1aebec1aaba,1730477134,Rafael Rivera,Rafael,Rivera,LCSW
783407b6-faea-45db-b158-44081e28f317,1245255702,Ramon Solhkhah,Ramon,Solhkhah,MD
bf165765-1b69-472a-90f5-06a36be837a1,1740970748,Raquel Bischoff,Raquel,Bischoff,FNP-BC
1fe9c435-a806-420b-95db-7618e5df94e0,1699189878,Ravi Valluripalli,Ravi,Valluripalli,MD
67e326f0-ff40-49ed-bf07-150ac17f72c6,1528192556,Rena Goodfriend Leve,Rena,Goodfriend Leve,MD
e1242179-add4-4738-ace9-d3b54193ffdf,1215940424,Robert Marvin,Robert,Marvin,MD
de6deff0-dafc-46b8-875d-e8e29c4c276a,1043376536,Robin Contreras,Robin,Contreras,LCSW
4036e3ab-335a-4f9e-9a48-9d17ebbc5e8e,1750124111,Ryan Gallagher,Ryan,Gallagher,PMHNP-BC
86bb4e59-8a78-4a47-84c5-d054b6d9a03c,1639484389,Ryan Higgins,Ryan,Higgins,LCPC
f1d07ed3-b208-488c-9e27-fc81e2e05bae,1982212221,Ryan Kunz,Ryan,Kunz,PA
fd0d3545-c931-4a95-a8b7-dac41371ced5,1639542780,Ryan McFeeters,Ryan,McFeeters,PA
5dce6f70-c479-4640-8543-2733488f6586,1083759344,Sachin Bhalerao,Sachin,Bhalerao,DO
74b7fb8f-d078-43b2-81f1-a517c3321f90,1568883825,Saher Imtiaz,Saher,Imtiaz,LCSW
807a0885-f88f-4984-b8a4-744d76d1ec75,1033456348,Samantha Miemczewski,Samantha,Miemczewski,LCPC
f7eb030d-a500-4663-a09b-a591784b2278,1487289914,Sandra Manley Eichler,Sandra,Manley Eichler,LCSW
25ea2e56-9721-4f12-9ce0-e558a7e74285,1609611649,Sara Bell,Sara,Bell,APRN
c7a66c97-84a3-4c91-aad1-ed48370a1e88,1124738968,Sara DeNova,Sara,DeNova,LSW
6259dcb0-f22a-44bd-99bc-4a3cbfdb84cf,1457930067,Sara Malik,Sara,Malik,PMHNP-BC
1a9d971a-cb07-4bf5-a135-94fa29974349,1407273709,Sarah Gresk,Sarah,Gresk,PMHNP-BC
529596b0-d2be-47a1-bac6-5e4c9f5cf41d,1043067952,Sarah Loster,Sarah,Loster,"LPC,ATR"
274da3df-830c-4f40-af4a-a712218934ae,1578822458,Sarah Mulligan,Sarah,Mulligan,LCPC
80a77818-8089-42e4-b3b6-a334225e6e87,1184983397,Sarah Sarhaddi,Sarah,Sarhaddi,PsyD
0d8b5a4a-0d05-4ebb-a76b-37961ff4e790,1972994838,Sari Salvesen,Sari,Salvesen,LSW
820c256b-d458-4475-ac68-840fb5785ad1,1194069633,Shannon Jarot,Shannon,Jarot,PMHNP-BC
f28c85e5-2f5a-49b1-8f1f-da47ffd69f61,1801463104,Sharon Holmes,Sharon,Holmes,LPC
b124dba9-74ac-4eac-9b81-76f1f484c0ec,1346972973,Sherita Hernton,Sherita,Hernton,PA
d00539e8-6955-48b2-8c2f-ef5dbecda5cc,1275683211,Soo Mi Lee Samuel,Soo,Mi Lee Samuel,MD
abf30fce-b575-4d36-9765-28e0ecc4f016,1326786518,Stephanie Aylward,Stephanie,Aylward,PhD
0121ea28-0f94-408d-90dc-2b8a56f4af3c,1982115705,Stephanie Launer,Stephanie,Launer,PsyD
fb40f7af-fa7c-4001-a0c4-d22b7778fea7,1487720652,Stephanie Lyons,Stephanie,Lyons,LCSW
7158a905-8a03-447a-b893-5f2a920d2d82,1245959600,Stephanie Snow,Stephanie,Snow,"CADC,LCPC"
3862ac3f-c51d-4bbf-901b-22e57f496123,1467862144,Stephen Marcoux,Stephen,Marcoux,MD
19ec14f6-f8be-4d2a-af4a-dc61a1e901c4,1356328058,Susan Ahmari,Susan,Ahmari,MD
070f05dc-fedc-4980-9b77-0d932e3ba29f,1346783990,Susan Lesher,Susan,Lesher,PhD
a6eb817d-3c12-4944-a5d2-0cfec8a3d004,1598200701,Susan Mangano,Susan,Mangano,"DNP,PMHNP-BC"
219b3482-e670-45c4-a70b-7cbffb8c9152,1316357999,Susan Urban,Susan,Urban,LCSW
1c84e9a3-c221-4e14-ac31-7c3a4bc33bc8,1154736205,Susie Maguire,Susie,Maguire,LCPC
449a4d4f-1cf5-4bd3-a82b-fe54a8b15aa6,1588176390,Tammy Tunac,Tammy,Tunac,LCPC
63eaea49-3ec5-472f-ae91-96c72bc1e64e,1821424300,Tara Reimer,Tara,Reimer,"LCSW,CCM,CACGS"
cc9638c6-9352-4e11-9324-493c6a6ae62e,1902527542,Taylor Haeffele,Taylor,Haeffele,PA
970ccc56-8b54-4b52-a698-755ee0bb351c,1609394212,Teresa Bernard Smith,Teresa,Bernard Smith,LCSW
77414d2c-e8c1-45f3-81d3-2b5a38108078,1003197856,Thomas Cothran,Thomas,Cothran,PhD
015bd04e-9d64-4684-8fd8-b37c19571360,1386765642,Thomas Slonka,Thomas,Slonka,LCSW
ee2282ad-a0b8-4709-91bc-7f34d4ca2a84,1336803899,Thuyen Nguyen,Thuyen,Nguyen,PMHNP-BC
221ba122-8235-4ed5-b639-55041c9d5e63,1912182148,Tiffany Bongiorno,Tiffany,Bongiorno,LCSW
a7af1008-caec-4c24-af26-4fe815c3d215,1013639392,Tiffany Potts Daniel,Tiffany,Potts Daniel,PhD
058dee25-63d8-4551-aae1-977aa0f9c5aa,1124616602,Tobin Tito,Tobin,Tito,AGNP
4d21c815-9df0-4d2c-884f-a86cfafa4f52,1639619406,Trikina Banks,Trikina,Banks,LCSW
fd980d79-8b89-427d-8dad-272cc7fee336,1538168620,Uzo Okoli,Uzo,Okoli,MD
58c27468-6f94-46a1-ab0a-7ff775e5086c,1750970448,Victoria Christman Kuston,Victoria,Christman Kuston,LCPC
639a4678-2593-4b8d-b534-c2201a068ed7,1417413543,Vikram Cheema,Vikram,Cheema,PA
58ff91fd-9155-4cf2-bdd1-cf0435e7050c,1245217942,Walter Whang,Walter,Whang,MD
6af9694e-9586-447e-920d-5f38441ffe21,1629749817,Whitney Moore,Whitney,Moore,PMHNP-BC
32a6e45b-e8c0-459a-b18a-a9a45755b6da,1629600580,Yaritza Camargo,Yaritza,Camargo,LSW
0ad81753-7ad8-44ee-a51d-9fe5748d3f3e,1982764346,Zahava Davidson,Zahava,Davidson,LCSW
3d76b4d3-15f0-4066-9ad5-c8184a6de3b7,1497164974,Zena Goldenberg,Zena,Goldenberg,LCSW
bcce7261-8e45-461f-8e89-414bd0f8cba7,1356811715,Alison Dixon,Alison,Dixon,"LCSW,CADC"
