uiud,National Provider Identifier (NPI),Provider Full Name,First Name,Last Name,Credentials
,1215957568,Daniel Giacomo,Daniel,Giacomo,MD
,1053762807,Daniel Pappas,Daniel,Pappas,MD
,1942758776,Danielle Degrado,Danielle,Degrado,PMHNP-BC
,1871941427,David Moy,David,Moy,MD
,1033797493,Donell Bluford,Donell,Bluford,LCSW
,1841699220,Dylan Panuska,Dylan,Panuska,PsyD
,1992344147,Elena Silberman Scott,Elena,Silberman Scott,LCPC
,1952973281,Elizabeth Cotey,Elizabeth,Cotey,LCPC
,1922236595,Elizabeth Geary,Elizabeth,Geary,PhD
,1699496752,Elizabeth Podlasek,Elizabeth,Podlasek,PMHNP-BC
,1295411668,Emily Ledesma,Emily,Ledesma,LCSW
,1114685518,Emily Mikhail,Emily,Mikhail,LCSW
,1093560757,Emily Wang,Emily,Wang,"APRN,PA"
,1861944282,Erik Meeks,Erik,Meeks,LCPC
,1104461045,Erin Sebo,Erin,Sebo,PMHNP-BC
,1447094578,Esha Nikore,Esha,Nikore,PhD
,1326330267,Ethan Karsen,Ethan,Karsen,MD
,1902069677,Eun Sun Paik,Eun,Sun Paik,MD
,1346714433,Faizal Malkana,Faizal,Malkana,PA
,1902433097,Firas Jadaan,Firas,Jadaan,MD
,1780604041,Fredrick Miller,Fredrick,Miller,"MD,PhD"
,1548676067,Fyeqa Sheikh,Fyeqa,Sheikh,PsyD
,1639502230,Gail Gannon,Gail,Gannon,APN-CNP
,1699781310,Ghassan Aldurra,Ghassan,Aldurra,MD
,1447413919,Ghouse Mohuiddin,Ghouse,Mohuiddin,MD
,1033740071,Gina Crovetti,Gina,Crovetti,"LCSW,LCPC"
,1891504940,Grace Kuna,Grace,Kuna,APRN
,1386453322,Gretchen Eifert,Gretchen,Eifert,LPC
,1932630993,Hao Cheng,Hao,Cheng,MD
,1265661623,Helene Moses,Helene,Moses,LCSW
,1255114062,Henry Schneider,Henry,Schneider,LCSW
,1447746466,Humna Fayyaz,Humna,Fayyaz,MD
,1245618412,Ian Evans,Ian,Evans,LCPC
,1407364219,Isaac Obenzinger,Isaac,Obenzinger,LCSW
,1164184214,Jack Kane,Jack,Kane,LSW
,1811045941,James Rust,James,Rust,LCPC
,1245638162,Janette Leveille,Janette,Leveille,PA
,1992980379,Janice Kowalski,Janice,Kowalski,MD
,1679752943,Jeffrey Bram,Jeffrey,Bram,LCSW
,1134308406,Jeffrey Sholemson,Jeffrey,Sholemson,LCSW
,1740816065,Jennie Hackman,Jennie,Hackman,PMHNP-BC
,1225320195,Jennifer Downs Sandack,Jennifer,Downs Sandack,"LCPC,CADC"
,1376814715,Jennifer Kenneavy,Jennifer,Kenneavy,LCSW
,1780082396,Jennifer Nierstheimer,Jennifer,Nierstheimer,PsyD
,1285319376,Jennifer Randle,Jennifer,Randle,LPC
,1598146268,Jennifer Weldon,Jennifer,Weldon,"APRN,PA"
,1730216292,Jessica Littlefield,Jessica,Littlefield,LCPC
,1770560864,Joanna Poniatowicz,Joanna,Poniatowicz,MD
,1528757283,Joe DeSimone,Joe,DeSimone,APRN
,1013020452,Joel Carnazzo,Joel,Carnazzo,PhD
,1881214708,John Lacci,John,Lacci,MD
,1063166882,John Schroeder,John,Schroeder,LPC
,1760758353,Jonathan Chernaik,Jonathan,Chernaik,MD
,1578311742,Jordyn Week,Jordyn,Week,LPC
,1255996419,Joseph Kramkowski,Joseph,Kramkowski,MD
,1164417481,Joshua Straus,Joshua,Straus,MD
,1811743503,Julia Thomas,Julia,Thomas,PhD
,1588309108,Julia VanVoorhies,Julia,VanVoorhies,LCSW
,1740573427,Justin Jamison,Justin,Jamison,MD
,1073180188,Justine Wilson,Justine,Wilson,FNP-BC
,1740558261,Jyoti Shah,Jyoti,Shah,DO
,1992268494,Katherin Sudol,Katherin,Sudol,MD
,1235846965,Katherine Fearon,Katherine,Fearon,LCSW
,1326132119,Katherine Hanson,Katherine,Hanson,PhD
,1558711580,Katherine O'Donnell,Katherine,O'Donnell,LCSW
,1366982860,Kathleen Mcgreal,Kathleen,Mcgreal,PMHNP-BC
,1588405831,Kathryn Ordiway,Kathryn,Ordiway,LSW
,1689119752,Katie Meier,Katie,Meier,DNP
,1144754524,Kavita Adatia,Kavita,Adatia,LCPC
,1730207820,Kelli Keller,Kelli,Keller,MD
,1083377550,Kelly Erickson,Kelly,Erickson,PMHNP-BC
,1437996733,Kelly McElligott,Kelly,McElligott,LCSW
,1083432660,Kelsey O'Connor,Kelsey,O'Connor,PMHNP-BC
,1962026302,Kelsie Winger,Kelsie,Winger,DO
,1962881318,Kevin Masterson,Kevin,Masterson,MD
,1275253783,Kierra Pauly,Kierra,Pauly,"LCSW,LCPC"
,1992457725,Kimberly Nowak,Kimberly,Nowak,LCSW
,1861021073,Kristin Katsenes,Kristin,Katsenes,PMHNP-BC
,1316508682,Kunal Gandhi,Kunal,Gandhi,MD
,1508277732,Laima Zavistauskas,Laima,Zavistauskas,LCPC
,1316269749,Latehesha Fitch,Latehesha,Fitch,LCPC
,1386094670,Laura Benson,Laura,Benson,PhD
,1497015242,Laura McPartlin,Laura,McPartlin,PhD
,1538189808,Laura Parise,Laura,Parise,MD
,1912319484,Laura Pettineo,Laura,Pettineo,PhD
,1790216331,Lauren Campbell,Lauren,Campbell,LCSW
,1912755711,Lauren Gonzalez,Lauren,Gonzalez,LCSW
,1184132748,Leah Stewart,Leah,Stewart,LCPC
,1164682597,Lekshmi Venugopal,Lekshmi,Venugopal,MD
,1568813749,Lenore Kurpiel,Lenore,Kurpiel,LCSW
,1972860302,Leslie Guidotti Breting,Leslie,Guidotti Breting,PhD
,1124148101,Leslie Herman,Leslie,Herman,MD
,1639769748,Lexie Gigous,Lexie,Gigous,PA-C
,1487984431,Liara Tillman,Liara,Tillman,LCSW
,1548401441,Lindsey Harrington,Lindsey,Harrington,PsyD
,1033801089,Lindy Luchowski,Lindy,Luchowski,PMHNP-BC
,1801849161,Lisa Pellegrini,Lisa,Pellegrini,MD
,1124752092,Lori Marek,Lori,Marek,PMHNP-BC
,1437627494,Maha Anwar,Maha,Anwar,PA
,1972989432,Marcia Ooms,Marcia,Ooms,LCSW
,1942862479,Marie Zahorick,Marie,Zahorick,PMHNP-BC
,1841812906,Mark Chatkin,Mark,Chatkin,MD
,1124608245,Martha Trujillo,Martha,Trujillo,LCPC
,1649547936,Martin Beirne,Martin,Beirne,LCPC
,1417269077,Mary Briegel,Mary,Briegel,"LCSW,CADC"
,1043714165,Matthew De La Torre,Matthew,De La Torre,PMHNP-BC
,1720431026,Meghan Kennedy,Meghan,Kennedy,PsyD
,1629836770,Melanie Heap,Melanie,Heap,LCSW
,1104283605,Melanie Nadell,Melanie,Nadell,PhD
,1275859449,Melissa Hedlund Nelson,Melissa,Hedlund Nelson,LCPC
,1275187619,Michael Geraci,Michael,Geraci,LCPC
,1427704063,Michael Jeske,Michael,Jeske,LCSW
,1093246019,Michael Levy,Michael,Levy,MD
,1962415513,Michael Martin,Michael,Martin,MD
,1922688738,Michele Wendt,Michele,Wendt,LCPC
,1912673336,Michelle Verner,Michelle,Verner,PMHNP-BC
,1780108720,Monica Sullivan,Monica,Sullivan,LCPC
,1013786466,Monika Marrero,Monika,Marrero,APRN
,1649918731,Monique Ocanas,Monique,Ocanas,LCPC
,1245924414,Nancy Tate,Nancy,Tate,PMHNP-BC
,1457994030,Naomi Lerner,Naomi,Lerner,DO
,1164993630,Natalie Dreher,Natalie,Dreher,LCSW
,1265864094,Natalie Schmitt,Natalie,Schmitt,PhD
,1730759572,Navya Kamath,Navya,Kamath,PsyD
,1396572996,Neha Bandi,Neha,Bandi,PA-C
,1336967231,Nicholas Midlash,Nicholas,Midlash,PA-C
,1295069177,Nicole Cruz,Nicole,Cruz,"PhD,ABPP-CN"
,1194092635,Nicole Knepper,Nicole,Knepper,LCPC
,1922254911,Nina Liu,Nina,Liu,MD
,1629595053,Paul Regan,Paul,Regan,PMHNP-BC
,1326775032,Paw Say Ku,Paw Say,Ku,LPC
,1932377785,Peggy Glotzbach,Peggy,Glotzbach,LCPC
,1710614789,Rachel Dimayuga,Rachel,Dimayuga,LCPC
,1234567892,Rachel Keyho,Rachel,Keyho,"LSW,LPC"
,1528346293,Radostina Yakimova Marfoe,Radostina,Yakimova Marfoe,LCPC
,1730477134,Rafael Rivera,Rafael,Rivera,LCSW
,1245255702,Ramon Solhkhah,Ramon,Solhkhah,MD
,1740970748,Raquel Bischoff,Raquel,Bischoff,FNP-BC
,1699189878,Ravi Valluripalli,Ravi,Valluripalli,MD
,1528192556,Rena Goodfriend Leve,Rena,Goodfriend Leve,MD
,1215940424,Robert Marvin,Robert,Marvin,MD
,1043376536,Robin Contreras,Robin,Contreras,LCSW
,1750124111,Ryan Gallagher,Ryan,Gallagher,PMHNP-BC
,1639484389,Ryan Higgins,Ryan,Higgins,LCPC
,1982212221,Ryan Kunz,Ryan,Kunz,PA
,1639542780,Ryan McFeeters,Ryan,McFeeters,PA
,1083759344,Sachin Bhalerao,Sachin,Bhalerao,DO
,1568883825,Saher Imtiaz,Saher,Imtiaz,LCSW
,1033456348,Samantha Miemczewski,Samantha,Miemczewski,LCPC
,1487289914,Sandra Manley Eichler,Sandra,Manley Eichler,LCSW
,1609611649,Sara Bell,Sara,Bell,APRN
,1124738968,Sara DeNova,Sara,DeNova,LSW
,1457930067,Sara Malik,Sara,Malik,PMHNP-BC
,1407273709,Sarah Gresk,Sarah,Gresk,PMHNP-BC
,1043067952,Sarah Loster,Sarah,Loster,"LPC,ATR"
,1578822458,Sarah Mulligan,Sarah,Mulligan,LCPC
,1184983397,Sarah Sarhaddi,Sarah,Sarhaddi,PsyD
,1972994838,Sari Salvesen,Sari,Salvesen,LSW
,1194069633,Shannon Jarot,Shannon,Jarot,PMHNP-BC
,1801463104,Sharon Holmes,Sharon,Holmes,LPC
,1346972973,Sherita Hernton,Sherita,Hernton,PA
,1275683211,Soo Mi Lee Samuel,Soo,Mi Lee Samuel,MD
,1326786518,Stephanie Aylward,Stephanie,Aylward,PhD
,1982115705,Stephanie Launer,Stephanie,Launer,PsyD
,1487720652,Stephanie Lyons,Stephanie,Lyons,LCSW
,1245959600,Stephanie Snow,Stephanie,Snow,"CADC,LCPC"
,1467862144,Stephen Marcoux,Stephen,Marcoux,MD
,1356328058,Susan Ahmari,Susan,Ahmari,MD
,1346783990,Susan Lesher,Susan,Lesher,PhD
,1598200701,Susan Mangano,Susan,Mangano,"DNP,PMHNP-BC"
,1316357999,Susan Urban,Susan,Urban,LCSW
,1154736205,Susie Maguire,Susie,Maguire,LCPC
,1588176390,Tammy Tunac,Tammy,Tunac,LCPC
,1821424300,Tara Reimer,Tara,Reimer,"LCSW,CCM,CACGS"
,1902527542,Taylor Haeffele,Taylor,Haeffele,PA
,1609394212,Teresa Bernard Smith,Teresa,Bernard Smith,LCSW
,1003197856,Thomas Cothran,Thomas,Cothran,PhD
,1386765642,Thomas Slonka,Thomas,Slonka,LCSW
,1336803899,Thuyen Nguyen,Thuyen,Nguyen,PMHNP-BC
,1912182148,Tiffany Bongiorno,Tiffany,Bongiorno,LCSW
,1013639392,Tiffany Potts Daniel,Tiffany,Potts Daniel,PhD
,1124616602,Tobin Tito,Tobin,Tito,AGNP
,1639619406,Trikina Banks,Trikina,Banks,LCSW
,1538168620,Uzo Okoli,Uzo,Okoli,MD
,1750970448,Victoria Christman Kuston,Victoria,Christman Kuston,LCPC
,1417413543,Vikram Cheema,Vikram,Cheema,PA
,1245217942,Walter Whang,Walter,Whang,MD
,1629749817,Whitney Moore,Whitney,Moore,PMHNP-BC
,1629600580,Yaritza Camargo,Yaritza,Camargo,LSW
,1982764346,Zahava Davidson,Zahava,Davidson,LCSW
,1497164974,Zena Goldenberg,Zena,Goldenberg,LCSW
,1356811715,Alison Dixon,Alison,Dixon,"LCSW,CADC"
